Date(UTC),Gas Fees (Wei),Gas Fees(Ethereum),Ethereum(USD),Gas Price (USD)
7-30-2015,0,0,0,0
7-31-2015,0,0,0,0
08-01-2015,0,0,0,0
08-02-2015,0,0,0,0
08-03-2015,0,0,0,0
08-04-2015,0,0,0,0
08-05-2015,0,0,0,0
08-06-2015,0,0,0,0
08-07-2015,6.05E+11,6.05E-07,2.77,1.67E-06
08-08-2015,3.23E+11,3.23E-07,0.81,2.61E-07
08-09-2015,4.75E+11,4.75E-07,0.74,3.52E-07
08-10-2015,4.22E+11,4.22E-07,0.68,2.87E-07
08-11-2015,77838819162,7.78E-08,1.06,8.25E-08
08-12-2015,4.45E+11,4.45E-07,1.25,5.56E-07
8-13-2015,2.69E+11,2.69E-07,1.78,4.78E-07
8-14-2015,1.93E+11,1.93E-07,1.8,3.48E-07
8-15-2015,1.44E+11,1.44E-07,1.79,2.58E-07
8-16-2015,1.21E+11,1.21E-07,1.37,1.66E-07
8-17-2015,1.32E+11,1.32E-07,1.2,1.59E-07
8-18-2015,1.47E+11,1.47E-07,1.27,1.86E-07
8-19-2015,1.95E+11,1.95E-07,1.26,2.45E-07
8-20-2015,99011782801,9.90E-08,1.48,1.47E-07
8-21-2015,79543407701,7.95E-08,1.44,1.15E-07
8-22-2015,5.53E+11,5.53E-07,1.39,7.68E-07
8-23-2015,73439482806,7.34E-08,1.35,9.91E-08
8-24-2015,92409814705,9.24E-08,1.24,1.15E-07
8-25-2015,76432335617,7.64E-08,1.17,8.94E-08
8-26-2015,60481160549,6.05E-08,1.16,7.02E-08
8-27-2015,59307091958,5.93E-08,1.13,6.70E-08
8-28-2015,92879907335,9.29E-08,1.3,1.21E-07
8-29-2015,56211090684,5.62E-08,1.18,6.63E-08
8-30-2015,55155494457,5.52E-08,1.32,7.28E-08
8-31-2015,58423521569,5.84E-08,1.35,7.89E-08
09-01-2015,56671549652,5.67E-08,1.35,7.65E-08
09-02-2015,59243651401,5.92E-08,1.29,7.64E-08
09-03-2015,55051483461,5.51E-08,1.26,6.94E-08
09-04-2015,58779015464,5.88E-08,1.27,7.46E-08
09-05-2015,54768144366,5.48E-08,1.37,7.50E-08
09-06-2015,55089818552,5.51E-08,1.3,7.16E-08
09-07-2015,53594260637,5.36E-08,1.24,6.65E-08
09-08-2015,64932639811,6.49E-08,1.23,7.99E-08
09-09-2015,53779997784,5.38E-08,1.21,6.51E-08
09-10-2015,54630657670,5.46E-08,1.16,6.34E-08
09-11-2015,55713802958,5.57E-08,0.98,5.46E-08
09-12-2015,61830202468,6.18E-08,1.04,6.43E-08
9-13-2015,52313524792,5.23E-08,0.94,4.92E-08
9-14-2015,53772389657,5.38E-08,0.87,4.68E-08
9-15-2015,53191101494,5.32E-08,0.94,5.00E-08
9-16-2015,1.12E+11,1.12E-07,0.9,1.00E-07
9-17-2015,55637920883,5.56E-08,0.89,4.95E-08
9-18-2015,55703151966,5.57E-08,0.85,4.73E-08
9-19-2015,51639660974,5.16E-08,0.89,4.60E-08
9-20-2015,52910345407,5.29E-08,0.94,4.97E-08
9-21-2015,51171380285,5.12E-08,0.9,4.61E-08
9-22-2015,51465441496,5.15E-08,0.9,4.63E-08
9-23-2015,51732832046,5.17E-08,0.9,4.66E-08
9-24-2015,54262646753,5.43E-08,0.81,4.40E-08
9-25-2015,52300197415,5.23E-08,0.74,3.87E-08
9-26-2015,55315658061,5.53E-08,0.78,4.31E-08
9-27-2015,51025979902,5.10E-08,0.72,3.67E-08
9-28-2015,52683661382,5.27E-08,0.59,3.11E-08
9-29-2015,55437141860,5.54E-08,0.68,3.77E-08
9-30-2015,51461473059,5.15E-08,0.72,3.71E-08
10-01-2015,51474669294,5.15E-08,0.68,3.50E-08
10-02-2015,52567714347,5.26E-08,0.68,3.57E-08
10-03-2015,52502578427,5.25E-08,0.69,3.62E-08
10-04-2015,50733256095,5.07E-08,0.67,3.40E-08
10-05-2015,50742818443,5.07E-08,0.63,3.20E-08
10-06-2015,51375494165,5.14E-08,0.66,3.39E-08
10-07-2015,51181314265,5.12E-08,0.61,3.12E-08
10-08-2015,56971870131,5.70E-08,0.62,3.53E-08
10-09-2015,61962572208,6.20E-08,0.65,4.03E-08
10-10-2015,64893302980,6.49E-08,0.63,4.09E-08
10-11-2015,56318375319,5.63E-08,0.63,3.55E-08
10-12-2015,51359902694,5.14E-08,0.63,3.24E-08
10-13-2015,53219625156,5.32E-08,0.6,3.19E-08
10-14-2015,57976429615,5.80E-08,0.51,2.96E-08
10-15-2015,54823147993,5.48E-08,0.56,3.07E-08
10-16-2015,53404946237,5.34E-08,0.53,2.83E-08
10-17-2015,53619552703,5.36E-08,0.55,2.95E-08
10-18-2015,52006592112,5.20E-08,0.52,2.70E-08
10-19-2015,52456819761,5.25E-08,0.49,2.57E-08
10-20-2015,53767556518,5.38E-08,0.44,2.37E-08
10-21-2015,53588794315,5.36E-08,0.44,2.36E-08
10-22-2015,57253941421,5.73E-08,0.59,3.38E-08
10-23-2015,51207267003,5.12E-08,0.52,2.66E-08
10-24-2015,50749518370,5.07E-08,0.57,2.89E-08
10-25-2015,51635339670,5.16E-08,0.65,3.36E-08
10-26-2015,54585998170,5.46E-08,0.74,4.04E-08
10-27-2015,53525777571,5.35E-08,0.87,4.66E-08
10-28-2015,54787998286,5.48E-08,1.01,5.53E-08
10-29-2015,52364630378,5.24E-08,1.16,6.07E-08
10-30-2015,54017718700,5.40E-08,1.04,5.62E-08
10-31-2015,53753181787,5.38E-08,0.89,4.78E-08
11-01-2015,50751088484,5.08E-08,1.05,5.33E-08
11-02-2015,53162663704,5.32E-08,0.96,5.10E-08
11-03-2015,51578536572,5.16E-08,1,5.16E-08
11-04-2015,52243136362,5.22E-08,0.87,4.55E-08
11-05-2015,52990311400,5.30E-08,0.89,4.72E-08
11-06-2015,52184810513,5.22E-08,0.92,4.80E-08
11-07-2015,51944373853,5.19E-08,0.92,4.78E-08
11-08-2015,52414324288,5.24E-08,1.02,5.35E-08
11-09-2015,51918274052,5.19E-08,1,5.19E-08
11-10-2015,52237284910,5.22E-08,0.92,4.81E-08
11-11-2015,52560853806,5.26E-08,0.78,4.10E-08
11-12-2015,59050838844,5.91E-08,0.89,5.26E-08
11-13-2015,51534479321,5.15E-08,0.89,4.59E-08
11-14-2015,51216461485,5.12E-08,0.89,4.56E-08
11-15-2015,51537798825,5.15E-08,0.9,4.64E-08
11-16-2015,56768038418,5.68E-08,0.94,5.34E-08
11-17-2015,56303859554,5.63E-08,1,5.63E-08
11-18-2015,53515892028,5.35E-08,0.99,5.30E-08
11-19-2015,54119551224,5.41E-08,0.95,5.14E-08
11-20-2015,54384895828,5.44E-08,0.93,5.06E-08
11-21-2015,54039631830,5.40E-08,0.97,5.24E-08
11-22-2015,53793371733,5.38E-08,0.96,5.16E-08
11-23-2015,55629754775,5.56E-08,0.94,5.23E-08
11-24-2015,58042755370,5.80E-08,0.91,5.28E-08
11-25-2015,54235748106,5.42E-08,0.86,4.66E-08
11-26-2015,53986356287,5.40E-08,0.88,4.75E-08
11-27-2015,53456555142,5.35E-08,0.87,4.65E-08
11-28-2015,54312682973,5.43E-08,0.91,4.94E-08
11-29-2015,53321187419,5.33E-08,0.87,4.64E-08
11-30-2015,55199244474,5.52E-08,0.88,4.86E-08
12-01-2015,54837947431,5.48E-08,0.87,4.77E-08
12-02-2015,53588845124,5.36E-08,0.83,4.45E-08
12-03-2015,53564860105,5.36E-08,0.82,4.39E-08
12-04-2015,53920215595,5.39E-08,0.84,4.53E-08
12-05-2015,54430269329,5.44E-08,0.85,4.63E-08
12-06-2015,53904812363,5.39E-08,0.84,4.53E-08
12-07-2015,53988885934,5.40E-08,0.8,4.32E-08
12-08-2015,53743612456,5.37E-08,0.83,4.46E-08
12-09-2015,54733915734,5.47E-08,0.79,4.32E-08
12-10-2015,54938250098,5.49E-08,0.84,4.61E-08
12-11-2015,58195798149,5.82E-08,0.91,5.30E-08
12-12-2015,59486449382,5.95E-08,0.97,5.77E-08
12-13-2015,56701649126,5.67E-08,0.96,5.44E-08
12-14-2015,53372600387,5.34E-08,0.99,5.28E-08
12-15-2015,62650330558,6.27E-08,1.01,6.33E-08
12-16-2015,54026271431,5.40E-08,0.99,5.35E-08
12-17-2015,55081281267,5.51E-08,0.94,5.18E-08
12-18-2015,55034649240,5.50E-08,0.91,5.01E-08
12-19-2015,53891713881,5.39E-08,0.9,4.85E-08
12-20-2015,53342677327,5.33E-08,0.9,4.80E-08
12-21-2015,53466176225,5.35E-08,0.89,4.76E-08
12-22-2015,53627121090,5.36E-08,0.87,4.67E-08
12-23-2015,55663754533,5.57E-08,0.85,4.73E-08
12-24-2015,52792315740,5.28E-08,0.85,4.49E-08
12-25-2015,53550792729,5.36E-08,0.87,4.66E-08
12-26-2015,53675955367,5.37E-08,0.85,4.56E-08
12-27-2015,66846252680,6.68E-08,0.85,5.68E-08
12-28-2015,53108130511,5.31E-08,0.84,4.46E-08
12-29-2015,53729001893,5.37E-08,0.87,4.67E-08
12-30-2015,56716784472,5.67E-08,0.9,5.10E-08
12-31-2015,57661175081,5.77E-08,0.93,5.36E-08
01-01-2016,54747565393,5.47E-08,0.93,5.09E-08
01-02-2016,53323453178,5.33E-08,0.93,4.96E-08
01-03-2016,53342341402,5.33E-08,0.97,5.17E-08
01-04-2016,54038066808,5.40E-08,0.95,5.13E-08
01-05-2016,57078526509,5.71E-08,0.95,5.42E-08
01-06-2016,53724486418,5.37E-08,0.96,5.16E-08
01-07-2016,53273537581,5.33E-08,0.95,5.06E-08
01-08-2016,53800517545,5.38E-08,0.99,5.33E-08
01-09-2016,53277018400,5.33E-08,0.99,5.27E-08
01-10-2016,53104731714,5.31E-08,0.99,5.26E-08
01-11-2016,53940328769,5.39E-08,1.05,5.66E-08
01-12-2016,54526276152,5.45E-08,1.23,6.71E-08
1-13-2016,58256098368,5.83E-08,1.13,6.58E-08
1-14-2016,55250356301,5.53E-08,1.16,6.41E-08
1-15-2016,57562550443,5.76E-08,1.22,7.02E-08
1-16-2016,55150540726,5.52E-08,1.22,6.73E-08
1-17-2016,53477721574,5.35E-08,1.31,7.01E-08
1-18-2016,53945900879,5.39E-08,1.47,7.93E-08
1-19-2016,53767376718,5.38E-08,1.37,7.37E-08
1-20-2016,55721616549,5.57E-08,1.53,8.53E-08
1-21-2016,60639283859,6.06E-08,1.54,9.34E-08
1-22-2016,56195249052,5.62E-08,1.52,8.54E-08
1-23-2016,55504259187,5.55E-08,2.03,1.13E-07
1-24-2016,58951408559,5.90E-08,2.1,1.24E-07
1-25-2016,56752420983,5.68E-08,2.5,1.42E-07
1-26-2016,58955359850,5.90E-08,2.3,1.36E-07
1-27-2016,58687046251,5.87E-08,2.42,1.42E-07
1-28-2016,56180261528,5.62E-08,2.55,1.43E-07
1-29-2016,59508641167,5.95E-08,2.41,1.43E-07
1-30-2016,67198755701,6.72E-08,2.43,1.63E-07
1-31-2016,66544976813,6.65E-08,2.2,1.46E-07
02-01-2016,66170097350,6.62E-08,2.17,1.44E-07
02-02-2016,65763607541,6.58E-08,2.45,1.61E-07
02-03-2016,64138762372,6.41E-08,2.53,1.62E-07
02-04-2016,73409019027,7.34E-08,2.57,1.89E-07
02-05-2016,68267066894,6.83E-08,2.57,1.75E-07
02-06-2016,1.32E+11,1.32E-07,2.53,3.34E-07
02-07-2016,81674346130,8.17E-08,3,2.45E-07
02-08-2016,80464718771,8.05E-08,3.16,2.54E-07
02-09-2016,1.25E+11,1.25E-07,3.76,4.68E-07
02-10-2016,1.41E+11,1.41E-07,4.35,6.15E-07
02-11-2016,66426480457,6.64E-08,6.38,4.24E-07
02-12-2016,62799761220,6.28E-08,5.27,3.31E-07
2-13-2016,57729244744,5.77E-08,5.22,3.01E-07
2-14-2016,53479540613,5.35E-08,5.2,2.78E-07
2-15-2016,56788416456,5.68E-08,5.22,2.96E-07
2-16-2016,55814592783,5.58E-08,4.25,2.37E-07
2-17-2016,54601880947,5.46E-08,3.86,2.11E-07
2-18-2016,54513971078,5.45E-08,4.36,2.38E-07
2-19-2016,54608221632,5.46E-08,4.45,2.43E-07
2-20-2016,53778238540,5.38E-08,4.37,2.35E-07
2-21-2016,54255151037,5.43E-08,4.63,2.51E-07
2-22-2016,59577980579,5.96E-08,5.6,3.34E-07
2-23-2016,61016867321,6.10E-08,5.7,3.48E-07
2-24-2016,58177356219,5.82E-08,6.23,3.62E-07
2-25-2016,57464169480,5.75E-08,5.93,3.41E-07
2-26-2016,54600904591,5.46E-08,6.03,3.29E-07
2-27-2016,54108259575,5.41E-08,6.31,3.41E-07
2-28-2016,54072562583,5.41E-08,6.5,3.51E-07
2-29-2016,58416492222,5.84E-08,6.35,3.71E-07
03-01-2016,59690933816,5.97E-08,7.59,4.53E-07
03-02-2016,67322497890,6.73E-08,8.7,5.86E-07
03-03-2016,56545945782,5.65E-08,9.35,5.29E-07
03-04-2016,53626100171,5.36E-08,9.96,5.34E-07
03-05-2016,47489912177,4.75E-08,11,5.22E-07
03-06-2016,47260765636,4.73E-08,10.98,5.19E-07
03-07-2016,50440843854,5.04E-08,9.5,4.79E-07
03-08-2016,53596473626,5.36E-08,9.88,5.30E-07
03-09-2016,38089619702,3.81E-08,11.55,4.40E-07
03-10-2016,30204433047,3.02E-08,11.11,3.36E-07
03-11-2016,29035652694,2.90E-08,11.25,3.27E-07
03-12-2016,29197411911,2.92E-08,13.25,3.87E-07
3-13-2016,30820960382,3.08E-08,15,4.62E-07
3-14-2016,28509995013,2.85E-08,12.5,3.56E-07
3-15-2016,26342144976,2.63E-08,13.09,3.45E-07
3-16-2016,25523949148,2.55E-08,12.92,3.30E-07
3-17-2016,27708932990,2.77E-08,11.14,3.09E-07
3-18-2016,26302902480,2.63E-08,10.75,2.83E-07
3-19-2016,29326753003,2.93E-08,10.55,3.09E-07
3-20-2016,26655411712,2.67E-08,10.06,2.68E-07
3-21-2016,26198708915,2.62E-08,11.97,3.14E-07
3-22-2016,23516912695,2.35E-08,10.96,2.58E-07
3-23-2016,24515668491,2.45E-08,12.29,3.01E-07
3-24-2016,24817035022,2.48E-08,11.13,2.76E-07
3-25-2016,28125320881,2.81E-08,10.69,3.01E-07
3-26-2016,25100050063,2.51E-08,11,2.76E-07
3-27-2016,23366025518,2.34E-08,10.5,2.45E-07
3-28-2016,23293862605,2.33E-08,11.58,2.70E-07
3-29-2016,24748798767,2.47E-08,11.73,2.90E-07
3-30-2016,29356903690,2.94E-08,11.88,3.49E-07
3-31-2016,23943731847,2.39E-08,11.41,2.73E-07
04-01-2016,23089731009,2.31E-08,11.63,2.69E-07
04-02-2016,22939736669,2.29E-08,11.61,2.66E-07
04-03-2016,22705288437,2.27E-08,11.58,2.63E-07
04-04-2016,23071306359,2.31E-08,11.1,2.56E-07
04-05-2016,22855001812,2.29E-08,10.39,2.37E-07
04-06-2016,23774218158,2.38E-08,10.79,2.57E-07
04-07-2016,22920002717,2.29E-08,10.08,2.31E-07
04-08-2016,23663537901,2.37E-08,9.74,2.30E-07
04-09-2016,23374699345,2.34E-08,9.16,2.14E-07
04-10-2016,23678330657,2.37E-08,8.8,2.08E-07
04-11-2016,23659454582,2.37E-08,8.72,2.06E-07
04-12-2016,23059716953,2.31E-08,7.54,1.74E-07
4-13-2016,25246911318,2.52E-08,8.02,2.02E-07
4-14-2016,25758426765,2.58E-08,8.48,2.18E-07
4-15-2016,22848354360,2.28E-08,8.22,1.88E-07
4-16-2016,22969314896,2.30E-08,8.48,1.95E-07
4-17-2016,23167419890,2.32E-08,9.45,2.19E-07
4-18-2016,22692256964,2.27E-08,8.92,2.02E-07
4-19-2016,22921917181,2.29E-08,8.77,2.01E-07
4-20-2016,23244541703,2.32E-08,8.54,1.99E-07
4-21-2016,24583057704,2.46E-08,8.16,2.01E-07
4-22-2016,23168317793,2.32E-08,7.83,1.81E-07
4-23-2016,23328772911,2.33E-08,8.31,1.94E-07
4-24-2016,22898306186,2.29E-08,8,1.83E-07
4-25-2016,22894325246,2.29E-08,7.43,1.70E-07
4-26-2016,24013247909,2.40E-08,7.5,1.80E-07
4-27-2016,22769355411,2.28E-08,7.77,1.77E-07
4-28-2016,23151110557,2.32E-08,7.3,1.69E-07
4-29-2016,22517844341,2.25E-08,7.52,1.69E-07
4-30-2016,23589420595,2.36E-08,8.83,2.08E-07
05-01-2016,24074701211,2.41E-08,8.76,2.11E-07
05-02-2016,23735031560,2.37E-08,10.03,2.38E-07
05-03-2016,24296239464,2.43E-08,9.37,2.28E-07
05-04-2016,23683442809,2.37E-08,9.43,2.23E-07
05-05-2016,24293386757,2.43E-08,9.79,2.38E-07
05-06-2016,23038005218,2.30E-08,9.27,2.14E-07
05-07-2016,23118154788,2.31E-08,9.3,2.15E-07
05-08-2016,23310345000,2.33E-08,9.44,2.20E-07
05-09-2016,23021017203,2.30E-08,9.32,2.15E-07
05-10-2016,23592720268,2.36E-08,9.39,2.22E-07
05-11-2016,23627226077,2.36E-08,9.97,2.36E-07
05-12-2016,25330807567,2.53E-08,10.1,2.56E-07
5-13-2016,28093994639,2.81E-08,10.48,2.94E-07
5-14-2016,23703052414,2.37E-08,10.14,2.40E-07
5-15-2016,22439773235,2.24E-08,9.94,2.23E-07
5-16-2016,22740132145,2.27E-08,11.04,2.51E-07
5-17-2016,22852181919,2.29E-08,12.26,2.80E-07
5-18-2016,23498384260,2.35E-08,13.29,3.12E-07
5-19-2016,23539460755,2.35E-08,14.49,3.41E-07
5-20-2016,23617555647,2.36E-08,13.73,3.24E-07
5-21-2016,22932813089,2.29E-08,13.95,3.20E-07
5-22-2016,22915048414,2.29E-08,14.21,3.26E-07
5-23-2016,23047905809,2.30E-08,13.45,3.10E-07
5-24-2016,23390787327,2.34E-08,12.62,2.95E-07
5-25-2016,23119167836,2.31E-08,12.53,2.90E-07
5-26-2016,22614164987,2.26E-08,12.37,2.80E-07
5-27-2016,23740827315,2.37E-08,11.11,2.64E-07
5-28-2016,26746665349,2.67E-08,11.56,3.09E-07
5-29-2016,23677018969,2.37E-08,12.28,2.91E-07
5-30-2016,23145863918,2.31E-08,12.48,2.89E-07
5-31-2016,22735089093,2.27E-08,13.85,3.15E-07
06-01-2016,22687558792,2.27E-08,13.83,3.14E-07
06-02-2016,22831513081,2.28E-08,13.78,3.15E-07
06-03-2016,22754854055,2.28E-08,13.78,3.14E-07
06-04-2016,22562926511,2.26E-08,13.66,3.08E-07
06-05-2016,22634657554,2.26E-08,13.85,3.13E-07
06-06-2016,23217826841,2.32E-08,13.96,3.24E-07
06-07-2016,23737534493,2.37E-08,14.41,3.42E-07
06-08-2016,23042966451,2.30E-08,14.44,3.33E-07
06-09-2016,22658862386,2.27E-08,14.49,3.28E-07
06-10-2016,22804128940,2.28E-08,13.97,3.19E-07
06-11-2016,22375029283,2.24E-08,14.01,3.13E-07
06-12-2016,22951154962,2.30E-08,15.57,3.57E-07
6-13-2016,22759240658,2.28E-08,17.55,3.99E-07
6-14-2016,22856579441,2.29E-08,18.7,4.27E-07
6-15-2016,22714226454,2.27E-08,18.3,4.16E-07
6-16-2016,23212696396,2.32E-08,20.61,4.78E-07
6-17-2016,24632069593,2.46E-08,15.49,3.82E-07
6-18-2016,24843768913,2.48E-08,11.36,2.82E-07
6-19-2016,22736174769,2.27E-08,12.33,2.80E-07
6-20-2016,22691090048,2.27E-08,11.7,2.65E-07
6-21-2016,25068845210,2.51E-08,12.71,3.19E-07
6-22-2016,23017973391,2.30E-08,13.21,3.04E-07
6-23-2016,22617185981,2.26E-08,13.58,3.07E-07
6-24-2016,22376397200,2.24E-08,14.25,3.19E-07
6-25-2016,22497935939,2.25E-08,14.28,3.21E-07
6-26-2016,22141167067,2.21E-08,13.82,3.06E-07
6-27-2016,22312348466,2.23E-08,14.04,3.13E-07
6-28-2016,22584213073,2.26E-08,12.15,2.74E-07
6-29-2016,22918582594,2.29E-08,12.76,2.92E-07
6-30-2016,22446491113,2.24E-08,12.4,2.78E-07
07-01-2016,22618172634,2.26E-08,12.23,2.77E-07
07-02-2016,22174765936,2.22E-08,12.04,2.67E-07
07-03-2016,22438609328,2.24E-08,11.85,2.66E-07
07-04-2016,22445903080,2.24E-08,11.34,2.55E-07
07-05-2016,22791928270,2.28E-08,10.45,2.38E-07
07-06-2016,22376280596,2.24E-08,10.51,2.35E-07
07-07-2016,22363551641,2.24E-08,10.07,2.25E-07
07-08-2016,22368208463,2.24E-08,11.3,2.53E-07
07-09-2016,22412574674,2.24E-08,10.92,2.45E-07
07-10-2016,22296567527,2.23E-08,10.97,2.45E-07
07-11-2016,22505333819,2.25E-08,10.58,2.38E-07
07-12-2016,22440652514,2.24E-08,10.54,2.37E-07
7-13-2016,22106770557,2.21E-08,10.44,2.31E-07
7-14-2016,22324847989,2.23E-08,11.55,2.58E-07
7-15-2016,22150401292,2.22E-08,11.88,2.63E-07
7-16-2016,22453905433,2.25E-08,11.59,2.60E-07
7-17-2016,22385907496,2.24E-08,11.19,2.50E-07
7-18-2016,22194304300,2.22E-08,11.03,2.45E-07
7-19-2016,21817375021,2.18E-08,11.63,2.54E-07
7-20-2016,22553228644,2.26E-08,12.54,2.83E-07
7-21-2016,22496025782,2.25E-08,12.66,2.85E-07
7-22-2016,22388524770,2.24E-08,14.82,3.32E-07
7-23-2016,22644090502,2.26E-08,14.4,3.26E-07
7-24-2016,23334840904,2.33E-08,12.63,2.95E-07
7-25-2016,23055593809,2.31E-08,13.84,3.19E-07
7-26-2016,23802114598,2.38E-08,12.08,2.88E-07
7-27-2016,22886382980,2.29E-08,13.05,2.99E-07
7-28-2016,24336775150,2.43E-08,12.87,3.13E-07
7-29-2016,22951966479,2.30E-08,12.87,2.95E-07
7-30-2016,22341575288,2.23E-08,12.57,2.81E-07
7-31-2016,22551495057,2.26E-08,11.86,2.67E-07
08-01-2016,22560601997,2.26E-08,11.04,2.49E-07
08-02-2016,22679744211,2.27E-08,8.3,1.88E-07
08-03-2016,22667499175,2.27E-08,10.42,2.36E-07
08-04-2016,22424068262,2.24E-08,11.21,2.51E-07
08-05-2016,22709716839,2.27E-08,11.05,2.51E-07
08-06-2016,22261007498,2.23E-08,10.95,2.44E-07
08-07-2016,22143757119,2.21E-08,10.98,2.43E-07
08-08-2016,22238663553,2.22E-08,11.29,2.51E-07
08-09-2016,22880314198,2.29E-08,12.22,2.80E-07
08-10-2016,22839922128,2.28E-08,12.22,2.79E-07
08-11-2016,22430005194,2.24E-08,11.68,2.62E-07
08-12-2016,23389186213,2.34E-08,11.78,2.76E-07
8-13-2016,22116282460,2.21E-08,11.56,2.56E-07
8-14-2016,22080023368,2.21E-08,11.21,2.48E-07
8-15-2016,22387394758,2.24E-08,11.21,2.51E-07
8-16-2016,22133315567,2.21E-08,11.17,2.47E-07
8-17-2016,22449010538,2.24E-08,10.77,2.42E-07
8-18-2016,22271755769,2.23E-08,10.77,2.40E-07
8-19-2016,23013031811,2.30E-08,10.71,2.46E-07
8-20-2016,22008202022,2.20E-08,11.28,2.48E-07
8-21-2016,22724928781,2.27E-08,11.14,2.53E-07
8-22-2016,22323641612,2.23E-08,11.07,2.47E-07
8-23-2016,22472449180,2.25E-08,11.01,2.47E-07
8-24-2016,22134955112,2.21E-08,11.01,2.44E-07
8-25-2016,21662495420,2.17E-08,11.35,2.46E-07
8-26-2016,22060468684,2.21E-08,11.26,2.48E-07
8-27-2016,22084491734,2.21E-08,11.19,2.47E-07
8-28-2016,22327330954,2.23E-08,10.99,2.45E-07
8-29-2016,22503390990,2.25E-08,10.95,2.46E-07
8-30-2016,21969060645,2.20E-08,11.21,2.46E-07
8-31-2016,22383972827,2.24E-08,11.55,2.59E-07
09-01-2016,22350497450,2.24E-08,12.21,2.73E-07
09-02-2016,21832746445,2.18E-08,12.08,2.64E-07
09-03-2016,22180114518,2.22E-08,11.85,2.63E-07
09-04-2016,23122925314,2.31E-08,11.71,2.71E-07
09-05-2016,22297761925,2.23E-08,11.75,2.62E-07
09-06-2016,22011556383,2.20E-08,11.7,2.58E-07
09-07-2016,22086810764,2.21E-08,11.59,2.56E-07
09-08-2016,22630806155,2.26E-08,11.39,2.58E-07
09-09-2016,21954984795,2.20E-08,11.72,2.57E-07
09-10-2016,22516085593,2.25E-08,12.05,2.71E-07
09-11-2016,23221716092,2.32E-08,11.64,2.70E-07
09-12-2016,23192092540,2.32E-08,11.89,2.76E-07
9-13-2016,22172975216,2.22E-08,11.92,2.64E-07
9-14-2016,21847315101,2.18E-08,11.97,2.62E-07
9-15-2016,22076869309,2.21E-08,11.96,2.64E-07
9-16-2016,21913132122,2.19E-08,12.61,2.76E-07
9-17-2016,22349371995,2.23E-08,12.83,2.87E-07
9-18-2016,22722051979,2.27E-08,12.39,2.82E-07
9-19-2016,22459974842,2.25E-08,12.93,2.90E-07
9-20-2016,22114596899,2.21E-08,14.72,3.26E-07
9-21-2016,21875371150,2.19E-08,13.72,3.00E-07
9-22-2016,21998293790,2.20E-08,13.11,2.88E-07
9-23-2016,36520780497,3.65E-08,13.36,4.88E-07
9-24-2016,33231902597,3.32E-08,12.91,4.29E-07
9-25-2016,38650733832,3.87E-08,13.05,5.04E-07
9-26-2016,43188170153,4.32E-08,12.89,5.57E-07
9-27-2016,35880566234,3.59E-08,13.09,4.70E-07
9-28-2016,31053957466,3.11E-08,13.3,4.13E-07
9-29-2016,30521640536,3.05E-08,13.17,4.02E-07
9-30-2016,29817386069,2.98E-08,13.24,3.95E-07
10-01-2016,27851144123,2.79E-08,13.21,3.68E-07
10-02-2016,29274270351,2.93E-08,13.23,3.87E-07
10-03-2016,28921116127,2.89E-08,13.45,3.89E-07
10-04-2016,25719466740,2.57E-08,13.32,3.43E-07
10-05-2016,25204877308,2.52E-08,13.09,3.30E-07
10-06-2016,23383154022,2.34E-08,12.87,3.01E-07
10-07-2016,23148248452,2.31E-08,12.68,2.94E-07
10-08-2016,23382156317,2.34E-08,12.24,2.86E-07
10-09-2016,24293403159,2.43E-08,12.06,2.93E-07
10-10-2016,23808820587,2.38E-08,11.74,2.80E-07
10-11-2016,24289033632,2.43E-08,11.75,2.85E-07
10-12-2016,26037096488,2.60E-08,11.77,3.06E-07
10-13-2016,74508549155,7.45E-08,12.02,8.96E-07
10-14-2016,47491822159,4.75E-08,11.9,5.65E-07
10-15-2016,67021626922,6.70E-08,11.96,8.02E-07
10-16-2016,64860315135,6.49E-08,11.93,7.74E-07
10-17-2016,62917625993,6.29E-08,11.98,7.54E-07
10-18-2016,56109104953,5.61E-08,12.5,7.01E-07
10-19-2016,26727015004,2.67E-08,11.98,3.20E-07
10-20-2016,28388678071,2.84E-08,12.05,3.42E-07
10-21-2016,27327186756,2.73E-08,12.07,3.30E-07
10-22-2016,25568419660,2.56E-08,12.06,3.08E-07
10-23-2016,27189463354,2.72E-08,11.95,3.25E-07
10-24-2016,26738598194,2.67E-08,11.93,3.19E-07
10-25-2016,25467763116,2.55E-08,11.38,2.90E-07
10-26-2016,24766803093,2.48E-08,11.5,2.85E-07
10-27-2016,25335805631,2.53E-08,11.43,2.90E-07
10-28-2016,26393346615,2.64E-08,11.08,2.92E-07
10-29-2016,26931401011,2.69E-08,10.39,2.80E-07
10-30-2016,25710654068,2.57E-08,11.22,2.88E-07
10-31-2016,24958279875,2.50E-08,10.91,2.72E-07
11-01-2016,27306724366,2.73E-08,10.75,2.94E-07
11-02-2016,24483859111,2.45E-08,10.82,2.65E-07
11-03-2016,24961749448,2.50E-08,10.86,2.71E-07
11-04-2016,23953353775,2.40E-08,11.13,2.67E-07
11-05-2016,24196990421,2.42E-08,11.11,2.69E-07
11-06-2016,24064007293,2.41E-08,10.97,2.64E-07
11-07-2016,24556000429,2.46E-08,10.9,2.68E-07
11-08-2016,24358801328,2.44E-08,10.86,2.65E-07
